llm_name,sentence,n_items,spearman_rho
GPT-2,"After a hard workday, James liked drinking a cold",6,0.017149858514250885
GPT-2,At recess the younger children usually play,23,-0.09906149339448196
GPT-2,The woman had heard him yelling and turned her,9,-0.014977550498768833
GPT-2,The ship was doomed because they had damaged the,17,0.42775917661218327
GPT-2,Brian hoards and needs help to pick items to,23,-0.05282306945921118
GPT-2,"George felt superior to Kathy, even though she's his",22,0.06669461533404325
GPT-2,The smoothie was green because the chef added,19,0.3838950745864394
GPT-2,The couple needed an apartment at a good,9,0.2088028158741041
GPT-2,The immature boy had grown to be a responsible,4,0.9486832980505139
GPT-2,The chef prepared a delicious meal of,37,0.17492055447627017
GPT-2,Mary was upset she spilled coffee on her favorite,16,0.24763255336510456
GPT-2,The divorced parents spoke cordially for their son's,24,0.16404264952197836
GPT-2,Her baby was not ready to leave the,13,0.3499721221987981
GPT-2,Larry's motto was always do what you,13,0.03235037239467962
GPT-2,Recurring problems caused the leader to install a,36,0.3001396864001885
GPT-2,The man went to the butcher to buy some,11,0.7452180019419576
GPT-2,There was no calming Sue once she began to,20,0.18015496341726447
GPT-2,Advice can be hard to receive and easy to,13,0.13004410333758798
GPT-2,"While in Europe, the tourists wanted to meet the",17,0.20860826197153629
GPT-2,"After the rain, the garden looked very",25,0.5226454085063517
GPT-2,The rowdy gang broke into the closed store to,14,0.16722556893543974
GPT-2,Juice spilled when the baby knocked over the,9,0.5225181433060805
GPT-2,Gabe was known for his swift and immaculate,68,0.32185344576129865
GPT-2,The book shelf was two feet long and three feet,4,0.0
GPT-2,She's able to visit him because she is his,22,0.5132959207497304
GPT-2,Since he was young he wanted to own a,36,0.013707012781095205
GPT-2,The soldier was outstanding until he went,17,0.06553559441053697
GPT-2,The lawyer wanted to be elected as a district,14,0.4276916603550293
GPT-2,When he lived in Panama he took up drinking,27,0.15149959914718342
GPT-2,When Jay got home his mother said they needed to,9,0.23359126602867572
GPT-2,No one could buy the book because of the,27,0.3917011157419806
GPT-2,Marc claimed that the self-assembly desk instructions were too,9,0.25024080608175814
GPT-2,Before he left the dad gave his son a,23,-0.007523405264702876
GPT-2,No one laughed because they didn't get the,5,0.10814761408717503
GPT-2,"Reaching for a drink, he got food on his",16,0.5011895235450626
GPT-2,"While hunting in the mountains, Sean spotted a huge",23,0.16226265630397288
GPT-2,On Martin's street winter themed decorations covered each,28,0.10625076768468224
GPT-2,"In card decks, the lowest face card is the",15,-0.22216475897829704
GPT-2,"A clumsy toddler, Serena often spilled her",11,0.6367935074161534
GPT-2,"After collecting the pollen, the bee returned to his",4,0.7999999999999999
GPT-2,The singer was always energetic and sang with great,27,0.20682467946496677
GPT-2,The salad was more vibrant after adding the red,19,0.12937024004417944
GPT-2,The thief was disappointed to open an empty,12,-0.24219892394791498
GPT-2,"After saying goodbye, Tim gave his wife a quick",5,0.6668859288553503
GPT-2,"After learning the truth, Daniela was filled with",26,0.10270951980727337
GPT-2,Tim drove past numerous warning signs without,18,-0.18927790641657335
GPT-2,To start the ceremony he struck a,18,0.1975439195130268
GPT-2,Hadley felt her grandfather's passing left a great,15,0.4723850388806956
GPT-2,"After a long day, Ken just wanted to go",12,-0.2676008449658418
GPT-2,"After winning the lottery, Cole was excited to be",9,-0.466003516622037
GPT-2,Spectators at the zoo hoped to see the eagle,15,-0.08901384212305545
GPT-2,The waitress wiped the table with a damp,4,-0.9486832980505139
GPT-2,"As Ben's confidant, Lisa promised she wouldn't",14,0.3302729729381095
GPT-2,The man went to the hospital because of a,41,0.02977514258671443
GPT-2,The startled swimmer screamed when she saw the shark,23,0.5535837665729724
GPT-2,"While in the city, Amanda didn't feel",24,0.3240110735494482
GPT-2,"After hiking all day, Alice realized her leg had a",16,0.00982034465482072
GPT-2,"After moving into the apartment, Jen bought a new",21,-0.3036195678366581
GPT-2,"To exercise, one might swim, bike, or",5,0.35909242322980395
GPT-2,The strong winds prevented Jillian from flying her,4,-0.316227766016838
GPT-2,Ruby often gets emails telling her a package is,17,0.3539625314693782
GPT-2,"With dinner, Josephine enjoyed a glass of",5,0.6315789473684211
GPT-2,The basketball player enjoyed meeting the supportive,14,0.14632317988949314
GPT-2,The designer couldn't decide which picture to,24,0.02910196963859112
GPT-2,Swimming was a skill that Mike knew he,18,0.3681405282750995
GPT-2,Timothy was hesitant when he had to make a,17,0.37962545289583466
GPT-2,The man trembled at the thought of a,56,-0.005026335863516043
GPT-2,Finishing that whole bag of candy was quite a,11,-0.3025605882661705
GPT-2,The small flame made the burgers difficult to,11,0.1915027405723947
GPT-2,When he fled the stage the crowd began to,14,0.7820929980821286
GPT-2,The angry chicken gave the farmer a sharp,11,0.3418696127540889
GPT-2,Sarah won't swim if the water is too,10,0.5759307928100336
GPT-2,The kids ran through the sprinklers on the front,3,0.5
GPT-2,Ryan watched the earthworm wiggle and,16,0.22642572383507906
GPT-2,"At the furniture store, the customer bought a pricey",20,0.22615135352215432
GPT-2,"Every weekend, Sue's parents made her go to",14,0.4399688470458817
GPT-2,"At the nearby pond, Jeremy threw bread for a",9,-0.24040159835606664
GPT-2,The lightning struck and the whole building,21,0.371736910550328
GPT-2,A good combination of flavors can be sweet and,7,0.4684874806016907
GPT-2,The little girl was so embarrassed by her loud,21,-0.05007429861434495
GPT-2,"Despite her training, the obstacle course was",10,0.43185817034061175
GPT-2,"During lunch, the kid asked his friend for a",28,-0.17265307437237723
GPT-2,Harrison was surprised that someone stole his car,23,0.12160104357000744
GPT-2,"Annoyed with his mother, Fred ignored her persistent",22,0.4508729036866781
GPT-2,Emily gave her somber friend a comforting,12,-0.09170585540588864
GPT-2,The strict Catholic family never misses Sunday,5,0.20519567041703085
GPT-2,Albert brought the handmade basket his grandmother,18,0.17597489410540468
GPT-2,The sailor grabbed the rope and began to,14,0.40659128502434566
GPT-2,The sick child enjoyed eating the bowl of,12,-0.1785896529352635
GPT-2,Claire claimed motherhood was the hardest job she ever,10,0.5204581982360457
GPT-2,From their campsite the women could hear the,32,0.027458333625677636
GPT-2,Caroline was surprised that her skin felt so,12,0.22600154638328407
GPT-2,"Last night, during the thunderstorm, the sleeping man",17,0.5188921227777438
GPT-2,The rain was quite loud because the roof was,6,-0.4705882352941177
GPT-2,In the winter the posh woman wore a,16,0.0030384050857790563
GPT-2,The description of the robber she gave was,33,0.29543708726194956
GPT-2,The ladies who saw the toad thought it was,30,0.2925053306018727
GPT-2,They ate the bread and went to buy another,5,0.0
GPT-2,The helpless field mouse was swooped up by the,10,0.35017717490828154
GPT-2,"After two days, the search team found the missing",21,0.019691592221994143
GPT-2,Greg's dentist was very impressed by his,16,0.06225995457370502
GPT-2,Valerie couldn't stand the city when it was,22,0.22313323994161843
GPT-2,The coach was impressed by how fast the player,12,0.47849897346351095
GPT-2,"As a way to relieve stress, Sarah likes to",23,-0.014731178404988358
GPT-2,The youth baseball team was ranked first in the,15,0.1799786288066685
GPT-2,The protesters walking through the streets formed a massive,26,0.14190950755809967
GPT-2,When her contacts lenses are dry her vision will,18,0.050831422440326124
GPT-2,Timmy couldn't wait to hang out at the,19,0.46009407080913406
GPT-2,Chase had to use special shampoo to remove the,22,0.18949126852963963
GPT-2,Jeremy enjoyed drinking his glass of cold,12,-0.24125833345865683
GPT-2,Carl's solution to the conflict was to,32,0.18294898003455573
GPT-2,Clara worried that her first painting wouldn't turn out,12,0.523541418036328
GPT-2,Greg clutched his queasy stomach and began to,21,0.12498653760373571
GPT-2,Charlie's food was snatched by a,21,-0.20337828600725347
GPT-2,The ancient vehicle moved forward with a,39,0.09136367092962279
GPT-2,The window washer was carrying a big,20,0.08123042994670253
GPT-2,Chris said his dog had always been his best,5,0.7254762501100117
GPT-2,Growing up with three siblings he learned to,25,0.07450769712543147
GPT-2,"For Halloween, the boy dressed as a ghastly",20,0.4827333444069198
GPT-2,"Although they had met before, Lee couldn't remember his",4,-0.316227766016838
GPT-2,"After standing all day, all he wanted was a",15,-0.2530257958891329
GPT-2,The man read a book while his wife,21,0.06405712464022624
GPT-2,The stain was not noticeable; it was a tiny,15,0.20995304903409487
GPT-2,The swim coach required the team's boys to always,26,0.3211663204488428
GPT-2,"Lately, Sam has felt like he is in a",24,0.09692779999295197
GPT-2,The scientist hated when the mice would,24,0.01016286032477488
GPT-2,"Before leaving work, the boss had many tasks to",10,0.05572995801953287
GPT-2,The fisherman was annoyed when he lost his,19,0.2775770410530373
GPT-2,That many seeds can take several days to,13,0.15928142710402385
GPT-2,"To support the roof, Laura used a long",13,0.08426530528699079
GPT-2,"After Dylan injured his knee, it would sometimes",15,0.08691382707792633
GPT-2,Rachel bought yarn for the sweater she wanted to,7,0.4674734950042286
GPT-2,"During the earthquake, everything in the house",9,0.5585812268712466
GPT-2,She had arranged all her dolls in a neat,8,0.38043253759720735
GPT-2,The river swelled after they constructed the,9,0.5136521809046615
GPT-2,"While cleaning his garage, Jerry found a huge",29,-0.19200544179444398
GPT-2,Isabella dropped the box and it made a loud,12,0.5194476008961765
GPT-2,The aquarium in the child's room housed his pet,15,0.29466726052620923
GPT-2,"Melanie loved working out, but hated the",22,0.20830333898200798
GPT-2,The bulletin board was low enough for Tom to,11,0.30923611652580635
GPT-2,Sally took her children to the candy,3,1.0
GPT-2,When she didn't get ice cream Becca made a,23,0.2597252311110136
GPT-2,The Olympic medalist was sad that she came in,6,0.2608969660436018
GPT-2,The camper said the night sky was black as,25,0.08672786583663676
GPT-2,Sophia declared that the lemonade was quite,9,0.3983050847457627
GPT-2,"After his summer vacation, Simon's skin color was very",7,0.14959151840135315
GPT-2,Heather's young kids were only one and,6,0.7500000000000001
GPT-2,"From the mountaintop, Wyatt could see the whole",18,0.07968536633361449
GPT-2,Her disease created some difficulties but she could,19,-0.022733644360938665
GPT-2,Ann felt overwhelmed by feelings of distress she couldn't,28,-0.07506055605681523
GPT-2,It is important for swimmers to learn how to,11,0.3464286382005376
GPT-2,She only hosted the event to save,6,-0.17393131069573456
GPT-2,The clever boy didn't lack intelligence or,39,0.023614307683220558
GPT-2,No one likes talking to people who are,37,0.33009043162112556
GPT-2,Sally's persistent cry meant she wanted more,14,0.3794182200210107
GPT-2,The engine stalled and the car gave a big,40,0.30093530156557263
GPT-2,Judith went to college to learn how to,32,0.22942103634792835
GPT-2,The office worker felt confident wearing his new,15,0.5034349235783092
GPT-2,The villagers had never ventured out of the,21,0.565511980243788
GPT-2,Michael challenged the experienced fencer to a,6,0.1323529411764706
GPT-2,The fashionista's favorite thing to do was,24,-0.010197905090953347
GPT-2,The flower patch was flawed by an overgrown,16,0.21725500308115978
GPT-2,The bicycle accident gave Steph a massive,17,0.5422197700542358
GPT-2,"The skiers were tired, so they relaxed in the",24,0.20495526035517692
GPT-2,Lee wouldn't get allowance if she didn't finish her,7,0.8384375273633765
GPT-2,The fisherman loved spending his days on his,10,0.49606495165903974
GPT-2,The snake had deadly venom stored in its,10,0.2990668717675361
GPT-2,He was so silly the kids called him a,19,0.28527047992931126
GPT-2,Natalie's letter to her mother was full of,38,0.5045084007297178
GPT-2,"Although beautiful, French is a difficult language to",6,0.27721849663516385
GPT-2,She learned that the waves depended on the,16,0.12418180998339123
GPT-2,"To reduce stress, Shannon and her fiancee secretly",29,0.1244341015525908
GPT-2,The movie director was very displeased with the,28,0.21869812972723965
GPT-2,The police officer worked hard in order to become,29,-0.36043386404008215
GPT-2,"From a young age, he liked to keep everything",14,-0.11540854267191507
GPT-2,The farmer's pigs were quickly running out of,14,0.3609850532720755
GPT-2,"Every fifteen minutes, the clock would",16,0.6302417568837818
GPT-2,Ariel was fired and desperately needed a,4,0.632455532033676
